JPT_KOD_JE,JPT_NAZWA_,Dlugosc,Szerokosc
2215062,Linia,17.97920,54.45815
3202012,Bierzwnik,15.68838,53.06053
2816033,Pisz,21.78155,53.60870
3018042,Kobyla Góra,17.80745,51.36843
3018052,Kraszewice,18.24378,51.50852
2007032,Miastkowo,21.80713,53.14271
223032,Jordanów Śląski,16.85606,50.85720
218012,Kostomłoty,16.63675,51.05615
415042,Lubicz,18.76444,53.04695
2608052,Złota,20.56769,50.38478
2609011,Sandomierz,21.75117,50.68034
1202023,Brzesko,20.61254,49.97612
1203022,Babice,19.42364,50.06042
3024022,Duszniki,16.44673,52.44376
2613022,Krasocin,20.10793,50.89907
3026023,Dolsk,17.08629,51.99232
3027082,Turek,18.50214,52.01442
2804022,Godkowo,19.91480,54.07558
3028053,Skoki,17.18487,52.65720
2402022,Bestwina,19.06202,49.91233
2402043,Czechowice-Dziedzice,18.96678,49.89857
2807043,Kisielice,19.26573,53.59659
1609103,Prószków,17.87496,50.57345
604032,Horodło,23.99788,50.90093
803032,Przytoczna,15.67792,52.57948
610022,Ludwin,22.95405,51.37483
810021,Żagań,15.30549,51.60960
2401081,Sławków,19.35072,50.29175
602132,Tereszpol,22.88614,50.55207
808053,Świebodzin,15.54519,52.25378
1216022,Gromnik,20.93801,49.84222
1219012,Biskupice,20.14765,49.96168
1427052,Sierpc,19.66259,52.83454
2002082,Poświętne,22.82400,52.90625
2002123,Tykocin,22.75828,53.18965
1817042,Komańcza,22.09091,49.31854
2202052,Konarzyny,17.38985,53.87343
2205012,Chmielno,18.05323,54.31626
1012053,Kamieńsk,19.47102,51.22425
1019023,Szadek,18.96757,51.70956
2602033,Małogoszcz,20.24611,50.79452
2606043,Opatów,21.41894,50.79042
2415011,Pszów,18.38772,50.04282
2808053,Reszel,21.17953,54.02344
3010032,Kazimierz Biskupi,18.14966,52.30989
3011011,Kościan,16.64538,52.08428
3023042,Ostrowite,18.01221,52.38349
2802011,Braniewo,19.82023,54.37687
3027073,Tuliszków,18.32559,52.06172
2802062,Płoskinia,19.91544,54.26095
3028033,Gołańcz,17.29978,52.96183
2014042,Szumowo,22.09927,52.90431
2817032,Jedwabno,20.74238,53.52007
3002011,Czarnków,16.56054,52.89910
3019073,Ujście,16.71038,53.03315
225033,Bogatynia,14.93676,50.93015
1611022,Jemielnica,18.39353,50.57219
1801052,Lutowiska,22.67211,49.15179
2006011,Kolno,21.93361,53.40169
1819012,Czudec,21.80589,49.93929
2404042,Kamienica Polska,19.13986,50.67472
2813043,Olecko,22.48827,54.03564
618102,Telatyn,23.87124,50.53041
1004072,Świnice Warckie,18.94134,52.04777
1011012,Dalików,19.10126,51.88752
1014072,Klonowa,18.42105,51.42814
1210102,Łososina Dolna,20.62942,49.73718
2401021,Czeladź,19.07720,50.31446
2603033,Kazimierza Wielka,20.48061,50.24981
2604153,Pierzchnica,20.78521,50.68314
3216022,Brzeżno,15.80022,53.70085
1425052,Jedlińsk,21.11928,51.52316
1426102,Suchożebry,22.28776,52.26287
2819033,Węgorzewo,21.67291,54.21578
606032,Gorzków,22.98262,50.95096
661011,Biała Podlaska,23.14202,52.03001
662011,Chełm,23.48361,51.13239
807023,Lubniewice,15.22815,52.52301
2415021,Radlin,18.47085,50.04313
2812032,Grodziczno,19.75679,53.38699
1411062,Płoniawy-Bramura,21.07143,52.96846
1434072,Klembów,21.32688,52.41167
3019083,Wyrzysk,17.27281,53.15201
3208072,Ustronie Morskie,15.74871,54.18557
603072,Leśniowice,23.50512,50.99726
603082,Rejowiec Fabryczny,23.15498,51.13282
1020031,Zgierz,19.39665,51.85803
3009063,Kłodawa,18.87792,52.27249
1602013,Baborów,17.97749,50.14766
218052,Udanin,16.45315,51.04938
221011,Boguszów-Gorce,16.20377,50.75154
414083,Pruszcz,18.20533,53.32926
617033,Piaski,22.80505,51.13449
1211023,Szczawnica,20.53689,49.42839
1218013,Andrychów,19.36395,49.82210
1814011,Przeworsk,22.49957,50.05467
3206063,Moryń,14.40424,52.85576
401052,Bądkowo,18.80053,52.71130
418032,Boniewo,18.88990,52.46047
1422052,Krasne,20.89288,52.92087
2003062,Orla,23.28964,52.67576
406062,Świecie nad Osą,19.12010,53.44649
408082,Tłuchowo,19.42765,52.75201
412032,Rogowo,19.40946,52.97790
1011062,Zadzim,18.89546,51.78549
3004042,Pępowo,17.11881,51.76066
1206143,Świątniki Górne,19.95942,49.94204
1401032,Radzanów,20.84846,51.55543
1425022,Gózd,21.34102,51.36992
1807062,Krościenko Wyżne,21.82906,49.67734
1437022,Kuczbork-Osada,20.04176,53.10690
1810072,Żołynia,22.31017,50.16001
2417022,Czernichów,19.19169,49.77891
2601033,Nowy Korczyn,20.81615,50.32130
3027011,Turek,18.50532,52.01594
1433053,Łochów,21.71739,52.55455
1415092,Olszewo-Borki,21.42589,53.07455
1416052,Małkinia Górna,22.00824,52.70274
1609083,Ozimek,18.22119,50.69192
411053,Piotrków Kujawski,18.49500,52.52303
206062,Jeżów Sudecki,15.73951,50.95673
614092,Puławy,21.89530,51.45345
1008042,Dobroń,19.24772,51.62505
1210052,Kamionka Wielka,20.83072,49.57834
1805112,Tarnowiec,21.56120,49.70368
1437042,Lutocin,19.77078,53.00033
1438042,Radziejowice,20.53855,52.01687
608082,Michów,22.33858,51.54293
611011,Łuków,22.38073,51.92909
419063,Żnin,17.70217,52.85739
1406113,Warka,21.14297,51.79573
2003011,Bielsk Podlaski,23.19088,52.76521
2208021,Łeba,17.56974,54.76314
2410053,Pszczyna,18.91527,49.98900
2815083,Morąg,19.92645,53.91590
2809032,Lidzbark Warmiński,20.51561,54.12328
3010142,Wilczyn,18.18142,52.46022
1218062,Spytkowice,19.51791,49.98585
1425033,Iłża,21.24607,51.16446
3026012,Brodnica,16.89214,52.15052
2805011,Ełk,22.36120,53.82135
2806052,Kruklanki,22.03949,54.09677
1417063,Osieck,21.42762,51.96302
1806062,Dzikowiec,21.89581,50.32531
2005062,Hajnówka,23.60137,52.71771
2007072,Śniadowo,21.96552,53.05807
406022,Gruta,18.94982,53.45292
406052,Rogóźno,18.93242,53.55431
415072,Obrowo,18.83877,52.97160
614043,Kazimierz Dolny,21.99275,51.32113
1811052,Mielec,21.45611,50.29429
2202023,Brusy,17.67539,53.90429
1814022,Adamówka,22.72144,50.26105
401092,Zakrzewo,18.62810,52.74143
603132,Wojsławice,23.55696,50.93073
606022,Fajsławice,22.94719,51.07258
1214012,Koniusza,20.21545,50.17732
2214043,Pelplin,18.73034,53.92699
609132,Wojciechów,22.24315,51.23616
418011,Kowal,19.14504,52.53268
611082,Stoczek Łukowski,22.01527,51.95311
3021072,Komorniki,16.80655,52.32807
1003023,Łask,19.11387,51.61335
1410052,Sarnaki,22.96438,52.29713
1413011,Mława,20.37362,53.13105
1434041,Zielonka,21.26425,52.28692
1608072,Zębowice,18.31831,50.77412
2612062,Rytwiany,21.23369,50.50849
1011052,Wartkowice,18.99855,51.97581
1008063,Lutomiersk,19.16214,51.77440
1413022,Dzierzgowo,20.63931,53.16735
1815043,Sędziszów Małopolski,21.71835,50.08554
1215021,Sucha Beskidzka,19.57779,49.73613
226052,Zagrodno,15.84683,51.20272
205023,Bolków,16.07353,50.91995
221072,Stare Bogaczowice,16.18395,50.83648
214073,Syców,17.64956,51.30220
2412052,Świerklany,18.57402,50.02917
2477011,Tychy,19.00263,50.12309
2463011,Chorzów,18.96106,50.29481
1816023,Błażowa,22.08122,49.87694
2461011,Bielsko-Biała,19.03890,49.81298
1820013,Baranów Sandomierski,21.59064,50.45925
810011,Gozdnica,15.08157,51.45370
801042,Kłodawa,15.26855,52.82939
802022,Bobrowice,15.05653,51.92901
803053,Skwierzyna,15.57206,52.65210
2473011,Rybnik,18.54422,50.10558
2007092,Zbójna,21.75953,53.26027
2002052,Juchnowiec Kościelny,23.15240,52.99745
601062,Kodeń,23.58343,51.92678
601152,Sosnówka,23.34274,51.75300
1016011,Tomaszów Mazowiecki,20.02027,51.52370
209052,Legnickie Pole,16.24457,51.14919
203052,Pęcław,16.25902,51.64525
216013,Chocianów,15.96095,51.40680
205032,Męcinka,16.06545,51.06239
213033,Milicz,17.29219,51.52424
1406032,Chynów,21.08503,51.89076
1817022,Besko,21.95348,49.59304
2410032,Miedźna,19.07971,49.99157
2010042,Grodzisk,22.75436,52.59537
1426012,Domanice,22.15536,52.03840
2476011,Świętochłowice,18.91083,50.29853
3202023,Choszczno,15.44779,53.17606
1216112,Wierzchosławice,20.84097,50.02713
1805011,Jasło,21.47076,49.74820
1602033,Głubczyce,17.78749,50.19836
408011,Lipno,19.17864,52.84443
620043,Krasnobród,23.20542,50.53549
1809063,Oleszyce,22.98712,50.14825
1861011,Krosno,21.75577,49.69124
811072,Przewóz,14.96508,51.48047
1002043,Krośniewice,19.17079,52.23687
1010042,Grabica,19.53818,51.47568
3003053,Kłecko,17.42641,52.61902
603062,Kamień,23.60699,51.09744
605012,Batorz,22.47882,50.86302
607023,Annopol,21.88755,50.89339
405011,Golub-Dobrzyń,19.05725,53.11128
1016042,Czerniewice,20.18898,51.65704
1016103,Ujazd,19.90977,51.60849
1210113,Muszyna,20.89757,49.36529
1422032,Czernice Borowe,20.75449,53.03962
1012142,Żytno,19.69091,50.92189
1017053,Osjaków,18.77674,51.27534
1210062,Korzenna,20.82978,49.69327
1213043,Kęty,19.24049,49.89891
1021022,Brzeziny,19.73390,51.81258
1207082,Łukowica,20.47534,49.62180
2602042,Nagłowice,20.13077,50.65726
2414011,Bieruń,19.13092,50.07988
2467011,Jastrzębie-Zdrój,18.61385,49.95507
2608043,Pińczów,20.54775,50.48611
2609072,Samborzec,21.63839,50.64610
2814102,Purda,20.64058,53.68137
3028072,Wągrowiec,17.20272,52.82877
1434063,Jadów,21.60862,52.48398
419023,Gąsawa,17.80063,52.76288
3023011,Słupca,17.87208,52.29166
3023072,Strzałkowo,17.79166,52.32348
3025052,Zaniemyśl,17.18434,52.15965
3027022,Brudzew,18.61331,52.08653
2804063,Młynary,19.69476,54.20111
3009022,Babiak,18.69168,52.34817
1609052,Łubniany,18.00235,50.79048
2409032,Niegowa,19.50730,50.64582
2011062,Nowy Dwór,23.52090,53.65319
2011083,Sokółka,23.49128,53.38942
2211062,Krokowa,18.11015,54.78151
3017052,Przygodzice,17.82299,51.55543
3207013,Dziwnów,14.77318,54.01792
3002022,Czarnków,16.57227,52.92597
3003011,Gniezno,17.60156,52.52782
1419092,Nowy Duninów,19.49244,52.54669
1420062,Joniec,20.56883,52.58939
1422011,Przasnysz,20.88259,53.01945
1813013,Bircza,22.43451,49.68835
1813023,Dubiecko,22.38238,49.81726
1814043,Jawornik Polski,22.30903,49.91292
2407022,Boronów,18.91610,50.67849
2013102,Wysokie Mazowieckie,22.48610,52.93074
2403062,Dębowiec,18.72193,49.79882
2403103,Skoczów,18.79384,49.81866
2403011,Cieszyn,18.64878,49.75713
1403062,Łaskarzew,21.57993,51.80013
1216133,Wojnicz,20.80798,49.94883
1437033,Lubowidz,19.80931,53.11989
1438032,Puszcza Mariańska,20.33492,51.98160
1610032,Lubrza,17.64875,50.32174
1807092,Wojaszówka,21.70019,49.77622
1605033,Strzeleczki,17.83760,50.46127
3208052,Rymań,15.51467,53.95394
607102,Zakrzówek,22.40221,50.93487
3216042,Rąbino,15.93056,53.85615
3217033,Mirosławiec,16.14155,53.33956
3005012,Granowo,16.54474,52.23315
3023062,Słupca,17.93619,52.28848
407022,Dąbrowa Biskupia,18.48860,52.77904
407042,Inowrocław,18.27650,52.79319
1006022,Andrespol,19.65023,51.71917
1418023,Konstancin-Jeziorna,21.14779,52.08446
1420083,Nowe Miasto,20.64685,52.65649
2612083,Szydłów,20.98587,50.61036
1412043,Cegłów,21.73078,52.12730
1412151,Sulejówek,21.27975,52.24351
3012033,Koźmin Wielkopolski,17.42145,51.83743
605042,Godziszów,22.49104,50.77285
2204011,Pruszcz Gdański,18.64719,54.25712
1209073,Sułkowice,19.80809,49.84084
1423063,Przysucha,20.61084,51.34057
1807023,Dukla,21.68009,49.50870
203022,Głogów,16.13666,51.67091
2205062,Stężyca,17.98560,54.22921
2204072,Suchy Dąb,18.77666,54.19880
2206011,Kościerzyna,17.98495,54.11974
2208042,Nowa Wieś Lęborska,17.69392,54.56860
2007082,Wizna,22.35266,53.19693
3018022,Doruchów,18.09282,51.40984
413023,Sępólno Krajeńskie,17.52915,53.45258
415011,Chełmża,18.60791,53.18786
415032,Czernikowo,18.96548,52.91127
202041,Piława Górna,16.75593,50.68294
2604123,Morawica,20.61967,50.73943
2609043,Koprzywnica,21.57559,50.59714
2415031,Rydułtowy,18.42773,50.06666
2811022,Janowo,20.67380,53.35067
1411092,Sypniewo,21.28319,52.99602
1206052,Kocmyrzów-Luborzyca,20.11285,50.15341
3025043,Środa Wielkopolska,17.30297,52.23256
1429011,Sokołów Podlaski,22.23587,52.40887
1611063,Ujazd,18.32992,50.42969
3212012,Bielice,14.74825,53.20346
2818033,Gołdap,22.31200,54.26556
3020042,Gizałki,17.85096,52.05297
804073,Otyń,15.68891,51.85775
3007062,Lisków,18.39401,51.84560
1813042,Krasiczyn,22.62871,49.74481
615022,Borki,22.49660,51.72939
620052,Łabunie,23.35846,50.65548
1214062,Radziemice,20.20905,50.26335
804032,Kolsko,15.93725,51.96282
417022,Dębowa Łąka,19.06093,53.22846
462011,Grudziądz,18.77344,53.47218
3215011,Szczecinek,16.69533,53.70426
1403011,Garwolin,21.62200,51.89695
1216122,Wietrzychowice,20.73730,50.18667
2004022,Grajewo,22.51705,53.57704
1817062,Tyrawa Wołoska,22.36244,49.58643
2207011,Kwidzyn,18.93741,53.71694
1012032,Gidle,19.49585,50.95348
2216013,Dzierzgoń,19.31154,53.95120
2416032,Irządze,19.68275,50.62260
2604182,Strawczyn,20.42196,50.94337
2811032,Kozłowo,20.29346,53.33734
3005053,Wielichowo,16.37356,52.10829
2404123,Olsztyn,19.28307,50.73932
2010062,Milejczyce,23.13923,52.52802
2813062,Wieliczki,22.60022,53.97113
3013033,Osieczna,16.70816,51.90945
3014012,Chrzypsko Wielkie,16.23453,52.61277
2862011,Olsztyn,20.47416,53.78173
3019043,Łobżenica,17.29289,53.27275
3021062,Kleszczewo,17.14800,52.32532
603102,Sawin,23.44891,51.28984
607062,Szastarka,22.34434,50.84275
2806042,Giżycko,21.74180,54.03711
408043,Dobrzyń nad Wisłą,19.30694,52.67169
2404102,Mstów,19.32218,50.82275
2406072,Popów,18.93401,51.03389
2008022,Jasionówka,23.03312,53.39215
2403113,Strumień,18.73185,49.88504
1020062,Ozorków,19.30349,51.99082
2413072,Świerklaniec,18.94054,50.44793
2604012,Bieliny,20.95841,50.83493
2613042,Radków,19.98825,50.70881
1420092,Płońsk,20.38888,52.61723
3013012,Krzemieniewo,16.81087,51.85799
3211043,Police,14.47846,53.58116
3206072,Stare Czarnowo,14.73240,53.30276
801022,Bogdaniec,15.09408,52.68379
418063,Chodecz,19.02011,52.39718
3201011,Białogard,15.97888,54.00533
2814122,Świątki,20.23568,53.92902
1208053,Miechów,20.05574,50.34976
1410023,Łosice,22.73751,52.21946
1411102,Szelków,21.16970,52.81853
1205033,Bobowa,20.94809,49.70965
3021052,Dopiewo,16.69894,52.36503
3213011,Darłowo,16.40880,54.42472
3213062,Sławno,16.71580,54.34867
3208011,Kołobrzeg,15.58948,54.17688
225021,Zgorzelec,15.01577,51.14646
2214052,Subkowy,18.76420,54.00289
2603012,Bejsce,20.60089,50.23309
2417142,Ujsoły,19.15976,49.46522
1430053,Szydłowiec,20.84915,51.23060
1415062,Lelis,21.56828,53.16798
1805032,Dębowiec,21.41161,49.64964
2005011,Hajnówka,23.56893,52.73549
1607042,Łambinowice,17.52842,50.53928
1862011,Przemyśl,22.77714,49.78058
410013,Kcynia,17.47305,53.01520
1401042,Stara Błotnica,20.99718,51.55526
2202043,Czersk,17.91500,53.79495
2011032,Korycin,23.12430,53.43461
2014052,Zambrów,22.19406,52.98514
2403072,Goleszów,18.73017,49.72651
3017072,Sieroszewice,18.03906,51.60366
3212062,Warnice,14.98405,53.22514
3213042,Malechowo,16.56434,54.27049
3207033,Kamień Pomorski,14.80873,53.93841
3209033,Bobolice,16.55225,53.98079
604072,Uchanie,23.69123,50.89498
607032,Dzierzkowice,22.07177,50.95244
609022,Borzechów,22.27342,51.07052
417042,Płużnica,18.79151,53.32070
419052,Rogowo,17.67924,52.70602
1427072,Zawidz,19.87691,52.81815
1422072,Przasnysz,20.92728,53.02547
2003021,Brańsk,22.83911,52.76289
411011,Radziejów,18.53015,52.61855
414052,Lniano,18.19720,53.50913
415022,Chełmża,18.64889,53.19120
618053,Lubycza Królewska,23.56881,50.34102
1004032,Góra Świętej Małgorzaty,19.32261,52.06495
1012022,Dobryszyce,19.41333,51.14528
1012102,Masłowice,19.76701,51.10828
809013,Babimost,15.80088,52.15725
611062,Serokomla,22.31644,51.68988
2809042,Lubomino,20.25337,54.05555
2810023,Mikołajki,21.58508,53.81554
3010073,Rychwał,18.15214,52.06655
1201011,Bochnia,20.43142,49.96950
1205011,Gorlice,21.16880,49.66461
1413032,Lipowiec Kościelny,20.21413,53.10495
1413092,Wieczfnia Kościelna,20.48575,53.18875
2007052,Piątnica,22.17070,53.21378
1808011,Leżajsk,22.41914,50.26562
1607022,Kamiennik,17.15581,50.56436
2002073,Michałowo,23.68938,53.00586
1211092,Nowy Targ,20.07189,49.48356
2603053,Skalbmierz,20.39720,50.31186
1608062,Rudniki,18.60633,51.02634
1804011,Jarosław,22.67329,50.03586
413013,Kamień Krajeński,17.51779,53.54279
201011,Bolesławiec,15.56110,51.26070
201043,Nowogrodziec,15.36734,51.21390
618112,Tomaszów Lubelski,23.43150,50.45482
1010113,Wolbórz,19.84411,51.48744
1014062,Goszczanów,18.50637,51.79107
1015032,Godzianów,20.04686,51.89170
1017072,Pątnów,18.64769,51.10998
1601022,Skarbimierz,17.45291,50.84839
3019062,Szydłowo,16.63187,53.19579
3021042,Czerwonak,17.01782,52.50446
3214011,Stargard,15.01370,53.31718
223092,Żórawina,17.03936,50.96069
403052,Nowa Wieś Wielka,18.09261,52.99863
604082,Werbkowice,23.75279,50.72433
463011,Toruń,18.61891,53.02111
1405052,Jaktorów,20.51825,52.07659
1216162,Szerzyny,21.23167,49.81766
2002112,Turośń Kościelna,23.01291,53.03093
2406023,Krzepice,18.70131,50.96569
2013033,Czyżew,22.35185,52.82526
2411053,Kuźnia Raciborska,18.37728,50.20601
3018073,Ostrzeszów,17.90202,51.43743
3022033,Miejska Górka,16.99101,51.67348
2814072,Jonkowo,20.26600,53.82446
1413072,Szreńsk,20.14307,53.01688
1414032,Leoncin,20.51382,52.36383
2801011,Bartoszyce,20.80702,54.25281
1432063,Ożarów Mazowiecki,20.76346,52.21734
1417021,Otwock,21.29166,52.11536
1419032,Brudzeń Duży,19.50661,52.64877
406012,Grudziądz,18.77588,53.46798
406033,Łasin,19.10149,53.53382
407063,Kruszwica,18.36620,52.64746
410053,Szubin,17.71736,53.01198
201022,Bolesławiec,15.57422,51.30857
1412063,Dobre,21.68259,52.32892
1202072,Szczurowa,20.62637,50.12459
1204023,Dąbrowa Tarnowska,21.02271,50.17116
2002093,Supraśl,23.34738,53.19114
2004011,Grajewo,22.45506,53.64011
1817032,Bukowsko,22.05627,49.47119
1019042,Zduńska Wola,18.91974,51.62827
2402011,Szczyrk,19.00813,49.69932
2402093,Wilamowice,19.13888,49.91007
805053,Słubice,14.62898,52.36026
807012,Krzeszyce,15.06637,52.58209
416012,Cekcyn,18.04650,53.57586
208083,Lądek-Zdrój,16.83733,50.34889
616032,Nowodwór,22.10387,51.66284
3010013,Golina,18.10023,52.24311
3031053,Okonek,16.82749,53.53150
2417042,Jeleśnia,19.33162,49.60187
2609062,Obrazów,21.61453,50.69816
619042,Stary Brus,23.27254,51.49443
1201022,Bochnia,20.40880,49.98008
1204042,Mędrzechów,20.96771,50.27897
1432072,Stare Babice,20.79310,52.26344
1416092,Szulborze Wielkie,22.24368,52.75901
3027092,Władysławów,18.44791,52.11589
2802033,Frombork,19.69166,54.33833
3009092,Olszówka,18.86014,52.18012
1011022,Pęczniew,18.74085,51.81010
1012072,Kodrąb,19.61465,51.09986
1420072,Naruszewo,20.33924,52.51919
1811092,Tuszów Narodowy,21.50981,50.37011
1411052,Młynarze,21.40151,52.96647
1204012,Bolesław,20.88336,50.27076
1206152,Wielka Wieś,19.82708,50.15493
206052,Janowice Wielkie,15.90389,50.89227
219021,Świebodzice,16.33275,50.87157
221031,Szczawno-Zdrój,16.23660,50.79664
217012,Borów,17.00671,50.86471
2413092,Zbrosławice,18.71561,50.41178
2401052,Mierzęcice,19.13716,50.44310
216032,Grębocice,16.20162,51.58041
224073,Złoty Stok,16.84326,50.44765
2469011,Katowice,19.02314,50.21802
3013052,Święciechowa,16.47780,51.83199
2407062,Koszęcin,18.83596,50.62576
1803052,Jodłowa,21.29683,49.87730
261011,Jelenia Góra,15.70814,50.87094
2210011,Krynica Morska,19.50287,54.38132
1816042,Chmielnik,22.15710,49.97491
1602043,Kietrz,17.94451,50.05874
1816052,Dynów,22.22939,49.82143
1804092,Rokietnica,22.62624,49.88633
1810032,Czarna,22.17063,50.12157
408073,Skępe,19.37230,52.87289
2802022,Braniewo,19.88978,54.37948
2807063,Susz,19.37792,53.72179
3204043,Nowogard,15.11375,53.69272
1016082,Rzeczyca,20.30794,51.60879
3212053,Pyrzyce,14.90515,53.15095
209042,Kunice,16.27154,51.23737
217032,Przeworno,17.16781,50.67871
224013,Bardo,16.74851,50.51143
1421052,Nadarzyn,20.79500,52.06922
1421042,Michałowice,20.85069,52.15200
1418013,Góra Kalwaria,21.17642,51.97622
2214011,Tczew,18.78199,54.08952
2602063,Sędziszów,20.04723,50.55810
1610043,Prudnik,17.52342,50.33806
2005042,Czyże,23.42723,52.80121
2005073,Kleszczele,23.33180,52.58272
1807083,Rymanów,21.87076,49.54570
1605042,Walce,17.99432,50.38965
2209011,Malbork,19.03749,54.03024
2408052,Wyry,18.90104,50.11637
1218033,Kalwaria Zebrzydowska,19.67439,49.88507
1218072,Stryszów,19.62832,49.82804
2404013,Blachownia,18.94304,50.79109
2404022,Dąbrowa Zielona,19.56293,50.85226
2411082,Rudnik,18.17220,50.15577
3012052,Rozdrażew,17.52140,51.78440
208051,Polanica-Zdrój,16.50146,50.39945
3203052,Wierzchowo,16.16318,53.44047
3001023,Budzyń,16.93618,52.88618
3021033,Buk,16.54324,52.34701
3212042,Przelewice,15.10502,53.11267
1603032,Cisek,18.20227,50.24716
1819052,Wiśniowa,21.65790,49.88305
1001022,Bełchatów,19.38215,51.33808
3213032,Darłowo,16.43563,54.38748
223083,Siechnice,17.13930,51.02899
402082,Osiek,19.40118,53.15330
605072,Potok Wielki,22.21578,50.75867
407053,Janikowo,18.09222,52.72590
407082,Rojewo,18.28874,52.92393
1014093,Warta,18.65887,51.72230
1017102,Wierzchlas,18.72023,51.17259
1212062,Trzyciąż,19.79525,50.30406
1210073,Krynica-Zdrój,20.99064,49.43384
2416021,Zawiercie,19.47421,50.49829
2603043,Opatowiec,20.68094,50.26594
2609093,Zawichost,21.79560,50.82744
2809053,Orneta,20.14226,54.13772
2811012,Janowiec Kościelny,20.52548,53.27903
1433092,Wierzbno,21.85073,52.31838
1434011,Kobyłka,21.19337,52.33786
411042,Osięciny,18.72492,52.64573
620022,Grabowiec,23.54604,50.83162
810073,Szprotawa,15.59150,51.58332
811011,Łęknica,14.75229,51.54163
602053,Frampol,22.73306,50.65913
3023083,Zagórów,17.89775,52.13616
3028022,Damasławek,17.44312,52.84046
2803043,Lidzbark,19.83103,53.24662
3008042,Łęka Opatowska,18.11822,51.21425
1608052,Radłów,18.53288,50.94493
2405052,Rudziniec,18.46846,50.37336
2407072,Pawonków,18.57226,50.67165
2009042,Puńsk,23.23087,54.22755
2413041,Tarnowskie Góry,18.83544,50.46349
2211043,Władysławowo,18.37499,54.79237
3020052,Gołuchów,17.93370,51.83092
3214053,Ińsko,15.55290,53.43919
1216063,Ryglice,21.17154,49.89534
1420021,Raciąż,20.11826,52.78436
2409011,Myszków,19.32929,50.56238
2010023,Drohiczyn,22.64101,52.45938
2013093,Szepietowo,22.55802,52.84152
2201012,Borzytuchom,17.36465,54.20406
1423032,Klwów,20.64219,51.52520
1816072,Hyżne,22.19152,49.91082
2207032,Kwidzyn,18.96251,53.76106
1461011,Ostrołęka,21.59484,53.08209
1464011,Siedlce,22.27123,52.16506
1810052,Markowa,22.28666,49.98801
2814013,Barczewo,20.71508,53.83715
208123,Radków,16.44165,50.50499
608122,Serniki,22.72419,51.43567
804011,Nowa Sól,15.71346,51.80050
419043,Łabiszyn,17.89812,52.95921
602143,Turobin,22.73843,50.81856
3217011,Wałcz,16.45558,53.27217
2001043,Lipsk,23.44752,53.75296
214062,Oleśnica,17.43663,51.21272
1408043,Serock,21.01181,52.51230
1010012,Aleksandrów,19.97008,51.26979
3004013,Borek Wielkopolski,17.22217,51.90894
2609052,Łoniów,21.51887,50.56083
2606023,Iwaniska,21.27976,50.71999
2601022,Gnojno,20.86931,50.58270
1404032,Pacyna,19.71015,52.29957
1424072,Zatory,21.19365,52.62462
1424062,Winnica,20.93153,52.63602
2604092,Masłów,20.72440,50.91485
1412133,Siennica,21.62274,52.08249
1412082,Jakubów,21.68679,52.23743
1412112,Mińsk Mazowiecki,21.57415,52.17300
1412052,Dębe Wielkie,21.45916,52.20817
1206103,Skała,19.87180,50.22301
